"","year","journal","article","title","zenURL","zenName","dvURL","dvName"
"234",2015,"Review of Financial Studies",46,"The Real Effects of Short-Selling Constraints","https://doi.org/10.5281/zenodo.7708611","Short Selling and Implications for The Biopharmaceutical Industry","https://doi.org/10.7910/DVN/QW8G0S","DISES: Pathways and constraints to adaptation in coastal social-environmental systems"
"235",2015,"Review of Financial Studies",65,"Does Financing Spur Small Business Productivity? Evidence from a Natural Experiment","https://doi.org/10.5061/dryad.s03t592c","Data from: Rapid microsatellite marker development for African mahogany (Khaya senegalensis, Meliaceae) using next-generation sequencing and assessment of its intra-specific genetic diversity.","https://doi.org/10.7910/DVN/AIBFFJ","Replication Data for:"
"236",2015,"Review of Financial Studies",73,"The Implicit Costs of Trade Credit Borrowing by Large Firms","https://doi.org/10.5281/zenodo.15253951","Dataset for ""Measuring trade costs and analyzing the determinants of trade growth in Cambodia (1993–2019): A Micro-Founded Gravity Model Approach"" – Replication Package for PLOS ONE Study","https://doi.org/10.7910/DVN/OICIAJ","Replication Data for: Firm Quality Dynamics and the Slippery Slope of Credit Intervention"
"237",2015,"Review of Financial Studies",84,"Labor Protection and Leverage","https://doi.org/10.5281/zenodo.3243612","Distribution of invalid children due to forms of diseases in Russian regions","https://doi.org/10.7910/DVN/KXJCT4","Replication data for Benjamin Smith, ""Resource Wealth as Rent Leverage"""
"238",2018,"AEJ: Applied Economics",38,"School Finance Reform and the Distribution of Student Achievement","https://doi.org/10.5061/dryad.qfttdz0r8","Can technical education in high school smooth postsecondary transitions for students with disabilities?","https://doi.org/10.7910/DVN/JBCD9V","Master replication code for: Schooling Opportunities for 5-Year-Olds: Some Early Origins of High School Achievement"
"239",2018,"AEJ: Economic Policy",6,"The Effect of Public Pension Wealth on Saving and Expenditure�","https://doi.org/10.5281/zenodo.19890650","Italian Pension System - Demography, Labor Market, and Macroeconomic Data","https://doi.org/10.7910/DVN/MKX1TU","Statistics on Public Expenditures for Economic Development (SPEED)"
"240",2018,"AEJ: Economic Policy",24,"The Role of Information in Disability Insurance Application: An Analysis of the Social Security Statement Phase-In�","https://doi.org/10.5281/zenodo.19045910","SOCIAL INSURANCE SYSTEMS FOR EMPLOYEES AND EMPLOYERS","https://doi.org/10.7910/DVN/NAHIV5","Initiative to make the Internet Private and Secure Potentially gone wrong?"
"241",2018,"American Economic Review",58,"Media Bias in China","https://doi.org/10.5281/zenodo.4797464","Data for manuscript: ""Using Word Embeddings to Probe Sentiment Associations of Politically Loaded Terms in News and Opinion Articles from News Media Outlets""","https://doi.org/10.7910/DVN/GHT7MO","Replication Data for: Measuring Family Planning Provider Bias: A Discrete Choice Experiment among Burkinabé, Pakistani, and Tanzanian Providers"
"242",2018,"American Economic Review",105,"The Economic Effects of the Abolition of Serfdom: Evidence from the Russian Empire","https://doi.org/10.5281/zenodo.3581336","IO Islamic 137. Żafarnâma, History of Timûr","https://doi.org/10.7910/DVN/R3QIWX","The Moderating Effect of Democracy on Climate-Induced Social Conflict: Evidence from Indian Districts"
"243",2018,"Economic Journal",100,"LOOKING DOWN THE BARREL OF A LOADED GUN: THE EFFECT OF MANDATORY HANDGUN PURCHASE DELAYS ON HOMICIDE AND SUICIDE","https://doi.org/10.5281/zenodo.15858969","Suicide and Homicide Rate Trends between 2001 and 2019 in World Regions","https://doi.org/10.7910/DVN/QVYDUD","Firearm Suicide Proxy for Household Gun Ownership, 1949-2023"
"244",2018,"Journal of Development Economics",87,"Can unconditional cash transfers raise long-term living standards? Evidence from Zambia","https://doi.org/10.5281/zenodo.11265230","Replication Package for ""Cash versus Kind:  Benchmarking a Child Nutrition Program against Unconditional Cash Transfers in Rwanda""","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"245",2018,"Journal of Development Economics",93,"Can environmental policy reduce infant mortality? Evidence from the Ganga Pollution Cases","https://doi.org/10.5281/zenodo.14889335","URBAN POLICY INTERVENTIONS TO REDUCE TRAFFIC-RELATED EMISSIONS AND AIR POLLUTION: A SYSTEMATIC EVIDENCE MAP","https://doi.org/10.7910/DVN/MV9FEH","Replication Data for: Reducing Emissions and Air Pollution from Informal Brick Kilns: Evidence from Bangladesh"
"246",2018,"Journal of Financial Economics",52,"Loan prospecting and the loss of soft information","https://doi.org/10.5281/zenodo.15189559","Supplementary material for ""Playback attracts prospecting individuals, but habitat quality is key for settlement in the Wryneck Jynx torquilla""","https://doi.org/10.7910/DVN/R3I4FZ","Supplementary data for 'Surface wakes on ultra-soft solids'"
"247",2018,"Journal of Financial Economics",93,"When saving is gambling","https://doi.org/10.5281/zenodo.15233150","Dataset Traffic Access On Website and Application in Online Gambling","https://doi.org/10.7910/DVN/QZ02RT","Replication Data for When Cities Lobby"
"248",2018,"Journal of Human Resources",30,"Missing Work Is a Pain The Effect of Cox-2 Inhibitors on Sickness Absence and Disability Pension Receipt","https://doi.org/10.5281/zenodo.3522381","List of the names of all ex-members of the New Zealand Expeditionary Force, suffering permanent disability from 20% to 100%","https://doi.org/10.7910/DVN/AGS7HX","Replication Data for: DISABILITY DATA"
"249",2018,"Journal of International Economics",24,"With a little help from my friends: Multinational retailers and China�s consumer market penetration","https://doi.org/10.5281/zenodo.14810172","Global Sapphire Jewellery Market 2025 To 2034","https://doi.org/10.7910/DVN/KHFODX","Multinational Military Exercises, 1980-2010"
"250",2018,"Journal of Public Economics",10,"School meal quality and academic performance","https://doi.org/10.5281/zenodo.5482741","School engagement, SRL and academic achievement","https://doi.org/10.7910/DVN/MLF2TW","Replication Data for: School Meal Quality and Academic Performance"
"251",2018,"Journal of Public Economics",56,"Childhood nutrition and labor market outcomes: Evidence from a school breakfast program","https://doi.org/10.5281/zenodo.18825713","DIGITIZATION OF ATTESTATION OF WORKPLACES REGARDING THE RISK OF INJURY OF WORKING CONDITIONS AND EQUIPMENT","https://doi.org/10.7910/DVN/6OTWY2","Replication Data for: Productivity Gains and Work Conditions in Coercive Labor Markets: Experimental Evidence from the Bangladesh Brick Sector"
"252",2018,"Journal of Public Economics",77,"Transparency in parliamentary voting","https://doi.org/10.5281/zenodo.18818472","National Council of Slovak Republic Parliamentary Voting Dataset (2002 – 2024)","https://doi.org/10.7910/DVN/LITHIUMCOMPANIES","Companies in Lithium Triangle"
"253",2018,"Journal of Public Economics",102,"Bridging the gap for Roma: The effects of an ethnically targeted program on prenatal care and child health","https://doi.org/10.5281/zenodo.18903837","PRENATAL AND POSTNATAL FACTORS CONTRIBUTING TO NEURODEVELOPMENTAL DELAY IN YOUNG CHILDREN: A COMPREHENSIVE REVIEW OF MECHANISMS AND EVIDENCE","https://doi.org/10.7910/DVN/SMHCRJ","Dataset - Antenatal care coverage in a low-resource setting: estimations from the Birhan Cohort"
"254",2018,"Journal of Public Economics",132,"News media and crime perceptions: Evidence from a natural experimen","https://doi.org/10.5281/zenodo.3585545","A dataset with news messages from a Russian and a Ukrainian TV news channels","https://doi.org/10.7910/DVN/AIBFFJ","Replication Data for:"
"255",2018,"Journal of Public Economics",143,"The impacts of reduced access to abortion and family planning services on abortions, births, and contraceptive purchases","https://doi.org/10.5281/zenodo.4661082","Determinants of Short Birth Intervals among married women: a cross-sectional study in Karachi, Pakistan","https://doi.org/10.7910/DVN/RVAIOF","Rapid Assessment of COVID-19 Impact on Family Planning Access and Use (R4S study #4.1)"
"256",2018,"Quarterly Journal of Economics",14,"DOUBLE FOR NOTHING? EXPERIMENTAL EVIDENCE ON AN UNCONDITIONAL TEACHER SALARY INCREASE IN INDONESIA","https://doi.org/10.5281/zenodo.17752371","Replication Package for ""Vydra: An Assistant for Bug Report Improvement""","https://doi.org/10.7910/DVN/MTVM5O","Replication Data for: 'Double for Nothing? Experimental Evidence on an Unconditional Teacher Salary Increase in Indonesia'"
"257",2018,"Review of Economics and Statistics",54,"WORKERS BENEATH THE FLOODGATES: LOW-WAGE IMPORT COMPETITION AND WORKERS� ADJUSTMENT","https://doi.org/10.5061/dryad.vhhmgqnzr","Data from: Policing is more effective against eggs of non-natal versus natal workers at early colony stages in a bumblebee","https://doi.org/10.7910/DVN/BHIUHV","Replication Data for: ""Workers beneath the Floodgates: Low-Wage Import Competition and Workers' Adjustment"""
"258",2018,"Review of Financial Studies",23,"Financial Frictions and the Stock Price Reaction to Monetary Policy","https://doi.org/10.5281/zenodo.19431375","THE EFFECTIVENESS OF MACROECONOMIC POLICY IN CONDITIONS OF IMPERFECT PRICES: THEORETICAL AND PRACTICAL ANALYSIS","https://doi.org/10.7910/DVN/GCNZVO","Price is Right - raw data"
"259",2018,"Review of Financial Studies",45,"Monetary Policy Implementation and Financial Vulnerability: Evidence from the Overnight Reverse Repurchase Facility","https://doi.org/10.5281/zenodo.20621707","Monetary Policy and the Determinants of Financial Stability in Uzbekistan","https://doi.org/10.7910/DVN/5XNQBO","Replication Data for: “Experimental Evidence on the Financial Consequences of International Organization Legitimacy”"
"260",2018,"Review of Financial Studies",68,"Screening on Loan Terms: Evidence from Maturity Choice in Consumer Credit","https://doi.org/10.5281/zenodo.18962673","MACHINE LEARNING IN CREDIT RISK ASSESSMENT: ADVANCES, CHALLENGES, AND IMPLICATIONS FOR EMERGING MARKETS","https://doi.org/10.7910/DVN/G0HJLV","Replication Code: The Role of Education and Attitudes in Cooking Fuel Choice: Evidence from two states in India"
"261",2018,"Review of Financial Studies",96,"Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply","https://doi.org/10.5281/zenodo.20516788","DIGITAL AGRICULTURAL FINANCE IN UZBEKISTAN: BRIDGING THE RURAL CREDIT GAP THROUGH AGRI-FINTECH PLATFORMS","https://doi.org/10.7910/DVN/8PXCKS","Updated Patent Eligibility Public Comment Data"
"262",2015,"AEJ: Applied Economics",25,"Legal Status and the Criminal Activity of Immigrants","https://doi.org/10.7272/Q6GF0RQD","Survey Dataset: UDLI, LLRC. NLRC","https://doi.org/10.7910/DVN/WJSGWW","Mapping Criminal Organizations in Guanajuato"
"263",2015,"American Economic Review",94,"Market Externalities of Large Unemployment Insurance Extension Programs","https://doi.org/10.5281/zenodo.19045910","SOCIAL INSURANCE SYSTEMS FOR EMPLOYEES AND EMPLOYERS","https://doi.org/10.7910/DVN/3QKUZM","US Car Insurance Rates by State (2026)"
"264",2015,"American Economic Review",109,"Acquisitions, Productivity, and Profitability: Evidence from the Japanese Cotton Spinning Industry","https://doi.org/10.5281/zenodo.19273902","CHANGES OF SINGLE-CYCLE STRETCH DEFORMATION OF KNITTED FABRICS OBTAINED BASED ON MIXING COTTON FIBERS WITH SECONDARY MATERIAL RESOURCES IN DIFFERENT QUANTITIES","https://doi.org/10.3886/E112974V1","Replication data for: Acquisitions, Productivity, and Profitability: Evidence from the Japanese Cotton Spinning Industry"
"265",2015,"Econometrica",3,"THE ECONOMICS OF DENSITY: EVIDENCE FROM THE BERLIN WALL","https://doi.org/10.5281/zenodo.20202539","Stucco from Samarra","https://doi.org/10.7910/DVN/TMHHYY","Online Appendices for The Globalization Backlash Revisited: Evidence from the United States"
"266",2015,"Journal of Finance",3,"Taking the Long Way Home: U.S. Tax Evasion and Offshore Investments in U.S. Equity and Debt Markets","https://doi.org/10.5281/zenodo.10982111","Catch Me If You Can: U.S. Tax Treaties and Shifts in Offshore Investments","https://doi.org/10.7910/DVN/IG0UN2","U.S. House 1976–2024"
"267",2015,"Journal of Financial Intermediation",8,"Competition in a consumer loan market: Payday loans and overdraft credit","https://doi.org/10.5281/zenodo.19456551","IMPROVING CREDIT PORTFOLIO MANAGEMENT BASED ON DIGITAL TECHNOLOGIES","https://doi.org/10.7910/DVN/WNNWCO","Replication Data for: A Regression Analysis of the probability of a recession and student loan debt utilizing data between 1993-2019"
"268",2015,"Journal of Financial Intermediation",23,"Foreign bank ownership and household credit","https://doi.org/10.5281/zenodo.20281372","Indicators of Push-Pull Technology (PPT) suitability in East Africa countries","https://doi.org/10.7910/DVN/EGAIKO","Replication Data for: Credit Scoring of Thin File Consumers"
"269",2015,"Journal of Urban Economics",7,"When Walmart comes to town: Always low housing prices? Always?","https://doi.org/10.5061/dryad.2d1d7","Data from: Functional responses of insectivorous bats to increasing housing density support 'land-sparing' rather than 'land-sharing' urban growth strategies","https://doi.org/10.7910/DVN/RNA2H6","Swedish Rental Market Dataset 2026 Top Cities"
"270",2015,"Journal of the European Economic Association",504,"LABOR SUPPLY OF POLITICIANS","https://doi.org/10.5281/zenodo.19443115","LABOR — first activation deposit","https://doi.org/10.7910/DVN/5TAWLA","Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes"
"271",2015,"Review of Economics and Statistics",201,"CONSUMER DEMAND FOR FAIR TRADE: EVIDENCE FROM A MULTISTORE FIELD EXPERIMENT","https://doi.org/10.5061/dryad.280gb5mq4","Morphological evolution reduces downstream displacement in juvenile landlocked salmon","https://doi.org/10.7910/DVN/XWH7ZE","Replication Data and Code for Corporate Culture: Evidence from the Field"
"272",2015,"Review of Economics and Statistics",505,"UNDER THE COVER OF DARKNESS: HOW AMBIENT LIGHT INFLUENCES CRIMINAL ACTIVITY","https://doi.org/10.5061/dryad.w3r2280nk","Shedding light on environmentally transmitted parasites: darker conditions within lakes promote larger epidemics","https://doi.org/10.7910/DVN/N4TMYQ","Replication Data for: Under the Cover of Darkness: How Ambient Light Influences Criminal Activity"
